"global_turn_id";"query";"target_answer";"alex_answer";"step_text";"recipe_title";"is_ingredient_list";"gpt-3"
"30_9";"how much pasta cooking water do I need?";"1 cup (240ml).";"When you transfer pasta to the pan, you should add roughly 1 cup (240ml) water. As an alternative, you could also drain the pasta using a colander. You should reserve at least 2 cups (475ml) then.";"Meanwhile, in a pot of salted boiling water, cook pasta until softened on the exterior, but well shy of al dente and still uncooked in the center (about 3 minutes less than the package directions). Right before the pasta reaches this level of doneness, add the kale to the pan with the beans. Using a spider skimmer or slotted spoon, transfer pasta to pan with beans and kale along with 1 cup (240ml) pasta cooking water. Alternatively, drain pasta using a colander or fine-mesh strainer, making sure to reserve at least 2 cups (475ml) pasta cooking water.";"Pasta With Beans and Greens Recipe";"False";"When cooking pasta, you will need 1 cup (240ml) of the pasta cooking water."
"31_2";"what should I reduce the temperature to?";"to 350°f.";"Once you're done with everything in this step, you need to reduce oven temperature to 350°F.";"For the Carrots: Adjust oven rack center position and preheat oven to 400°F. Place carrots in a large skillet and cover with cold water. Season gently with salt. Bring to a boil and cook until carrots are tender and water has mostly evaporated (If there's still lots of water left after the carrots are fully tender, drain.) Season cooked carrots with salt and pepper. Add thyme sprigs to pan, drizzle with 2 tablespoons olive oil, toss to coat, and transfer to oven. Roast, turning occasionally, until carrots are lightly caramelized and wrinkled in appearance, about 30 minutes. Remove from oven, discard thyme, and set aside. Reduce oven temperature to 350°F.";"Vegetables Wellington (The Ultimate Vegan Plant-Based Holiday Roast) Recipe";"False";"Reduce the oven temperature to 350°F."
"70_8";"Alexa what size for the container and also what other tools do I need to use?";"medium bowl, whisk.";"For mixing in the ingredients, you could use a whisk. The ingredients need to be combined in a medium bowl.";"In a medium bowl, whisk miso and butter until miso is broken up. Whisk in roughly 2 tablespoons of milk until mixture is smooth and no lumps remain, about 30 seconds. Whisk in remaining milk until smooth; set aside.";"Gâteau Invisible (Invisible Apple Cake) Recipe";"False";"You will need a medium bowl and a whisk to mix the miso and butter together, then to whisk in the milk until the mixture is smooth and no lumps remain."
"34_12";"what do I add after heating the olive oil?";"onion.";"As soon as the olive oil is shimmering, add the onion.";"Heat remaining 2 tablespoons (30ml) olive oil in a pressure cooker over medium-high heat until shimmering. Add onion and cook, stirring, until translucent but not browned, about 4 minutes.";"Pressure Cooker Butternut Squash Risotto With Frizzled Sage and Brown Butter Recipe";"False";"Add onion after heating the olive oil."
"60_22";"where should I cook it?";"oven.";"Things need to be roasted/cooked in an oven.";"Roast pumpkins on baking sheet, without tops, until top layer of cheese is melted and lightly browned, and pumpkins are tender and easily pierced by a paring knife, 30 to 45 minutes. Set tops on pumpkins and continue roasting for 10 minutes longer. Remove pumpkins from oven and cool on baking sheet for 5 minutes. Using a large spatula, carefully transfer pumpkins to a serving platter. Serve immediately.";"Thanksgiving Stuffed Roast Pumpkins Recipe";"False";"Roast the pumpkins in the oven for 30 to 45 minutes, add the tops for an additional 10 minutes, and then transfer to a serving platter."
"31_4";"how long do the mushrooms need cooking for?";"about 12 minutes.";"Mushrooms need to be cooked until they are brown. This may take about 12 minutes.";"For the Duxelles: Place mushrooms in the work bowl of a food processor. Pulse until finely chopped, scraping down sides with a rubber spatula as necessary, 8 to 10 short pulses. Heat 3 tablespoons olive oil in a large skillet over high heat until shimmering. Add mushrooms and cook, stirring occasionally, until moisture has evaporated and mushrooms begin to brown, about 12 minutes. Add shallots and garlic and cook, tossing and stirring, until fragrant and softened, about 1 minute. Add soy sauce and bourbon and cook until almost dry, about 2 minutes. Add breadcrumbs and stir to combine. Transfer mixture to a bowl.";"Vegetables Wellington (The Ultimate Vegan Plant-Based Holiday Roast) Recipe";"False";"The mushrooms need to be cooked for approximately 12 minutes until the moisture has evaporated and they begin to brown."
"7_16";"what do I pinch around the edge?";"dough.";"The dough has to be pinched around the edge of the gata.";"Pinch dough around the edge of the gata between the index finger of one hand and thumb and index finger of the other hand to form decorative points, spaced about 1 inch apart. Brush top and sides of gata evenly with egg wash. Using a fork, drag flat underside of fork across top of gata to form grooved lines in a crisscross pattern, spaced about 1 inch apart. Using a toothpick, poke 8 to 10 evenly spaced holes in top of dough, stopping when you reach the filling. Bake until evenly golden brown, 28 to 35 minutes, rotating baking sheet after 20 minutes.";"Gata (Armenian Coffee Cake)";"False";"Pinch the dough around the edge of the gata to form decorative points, spaced about 1 inch apart, then brush with egg wash. Use a fork to make crisscross grooves and a toothpick to poke holes in the top of the dough. Bake until golden brown."
"38_11";"i've put the olive oil in a pressure cooker what what heat do I need to have it on?";"medium-high heat.";"You need to have it on medium-high heat.";"Heat remaining 2 tablespoons (30ml) olive oil in a pressure cooker over medium-high heat until shimmering. Add onion and cook, stirring, until translucent but not browned, about 4 minutes.";"Pressure Cooker Butternut Squash Risotto With Frizzled Sage and Brown Butter Recipe";"False";"Heat the olive oil in the pressure cooker to medium-high heat until it is shimmering."
"49_7";"what seasoning do I add?";"salt and and optional thai chili or red pepper flakes.";"You can season it with salt and optionally with Thai chili or red pepper flakes.";"Add sauce mixture to wok and cook, tossing and stirring constantly, until completely reduced. (The beef should look moist, but there should be no liquid in the bottom of the wok.) Immediately add basil and toss to combine. Season to taste with salt and and optional Thai chili or red pepper flakes. Transfer to a serving platter. Top with more makrut lime threads and fried shallots. Serve immediately with rice.";"Thai-Style Beef With Basil and Chilies (Phat Bai Horapha) Recipe";"False";"Add basil and season with salt and optional Thai chili or red pepper flakes before transferring to a serving platter and topping with makrut lime threads and fried shallots. Serve immediately with rice."
"74_19";"once I've added the onions and cheese in the tortilla where do I put them?";"pan.";"Once you've prepared the tortilla, put it in a baking pan.";"Working 1 tortilla at a time, dip fried tortilla into sauce, then transfer to a plate. Arrange 1/4 cup of cheese and 1 tablespoon chopped onions in a line along center of tortilla, then roll up. Set rolled tortilla, seam-side down, in a 9-by-11-inch baking pan and repeat with remaining tortillas, cheese, and onion.";"Tex-Mex Cheese Enchiladas With Red Chili Gravy Recipe";"False";"Place the rolled-up tortilla, seam-side down, in a 9-by-11-inch baking pan."
"41_16";"what needs to break down even further?";"cauliflower.";"The cauliflower needs to break down even further.";"Increase heat to high and cook, stirring and tossing rapidly, until pasta is al dente and cauliflower has broken down even further so that sauce coats noodles and pools around edges of the pan, about 2 minutes; add more pasta cooking water in 1/4-cup (60ml) increments as needed to achieve desired consistency.";"Pasta chi Vruoccoli Arriminati (Sicilian Pasta With Cauliflower and Toasted Breadcrumbs) Recipe";"False";"Increase heat to high and cook, stirring and tossing rapidly, until pasta is al dente and cauliflower is broken down into smaller pieces so that sauce coats noodles and pools around edges of the pan, about 2 minutes; add more pasta cooking water in 1/4-cup (60ml) increments as needed to achieve desired consistency."
"91_7";"how many mushroom are needed?";"1 1/2 ounces (40g).";"For this recipe, you need 1 1/2 ounces (40g).";"Add mushrooms and cook, stirring, until lightly sautéed and fragrant, about 1 minute.";"Roman-Style Spaghetti Alla Carrettiera (Tomato, Tuna, and Mushroom Pasta) Recipe";"True";"Add 1 1/2 ounces (40g) of mushrooms and cook, stirring, until lightly sautéed and fragrant, about 1 minute."
"71_8";"which pork is it?";"salt.";"It's salt pork you have to use here.";"Season chicken pieces with pepper (do not add salt) and place skin side down in now-empty pan. Cook without moving until well-browned, 6 to 8 minutes. Flip chicken pieces and continue cooking until lightly browned on second side, about 3 minutes longer. Transfer to bowl with salt pork.";"Traditional French Cassoulet Recipe";"False";"Pepper."
"77_15";"how much fat should I reserve?";"cup.";"After skimming off the fat, 1 cup should be left behind.";"Carefully skim off most of the fat, leaving behind about 1 cup total. (For more precise measurement, skim completely, then add back 1 cup of fat.) Alternatively, let the sauce cool at this point and store in the fridge overnight to let the fat solidify and flavors meld. Then remove the solid fat, reserving a cup to add back in when the sauce is warmed.";"The Best Slow-Cooked Bolognese Sauce Recipe";"False";"Reserve 1 cup of fat when skimming the sauce."
"20_8";"what am I transferring into the bowl?";"pork.";"Transfer both the chicken pieces and salt pork to the bowl.";"Season chicken pieces with pepper (do not add salt) and place skin side down in now-empty pan. Cook without moving until well-browned, 6 to 8 minutes. Flip chicken pieces and continue cooking until lightly browned on second side, about 3 minutes longer. Transfer to bowl with salt pork.";"Traditional French Cassoulet Recipe";"False";"I am transferring chicken to a bowl with salt pork."
"55_11";"how much of the reserved oil should I use?";"1/4 cup.";"1/4 cup of the reserved oil should be returned to the wok.";"Set a fine mesh strainer over a heatproof bowl or saucepan. Return 1/4 cup of the reserved oil to wok and heat over medium-high heat until shimmering. Add remaining half of peppercorns and chilies and cook, stirring, for 5 seconds. Immediately drain through fine mesh strainer. Pick out chilies and set aside. Discard cooked peppercorns";"Crispy Kung Pao Tofu Recipe";"False";"You should use 1/4 cup of the reserved oil."
"74_4";"I've put the ground beef in the skillet on medium heat how long should this be cooking for?";"about 5 minutes.";"Cook it until it's well browned for about 5 minutes.";"Meanwhile, add ground beef to cast-iron skillet and cook over medium heat, stirring often, until well browned, about 5 minutes. Using slotted spoon, transfer beef to a medium bowl and set aside. Remove all but 2 tablespoons of beef fat from skillet; if there isn’t enough fat leftover in the skillet, add enough oil to make up the difference. Add onions and cook, stirring occasionally, until soft, 4 to 5 minutes. Stir in mined garlic, and cook until fragrant, about 30 seconds. Transfer onion and garlic to a blender.";"Tex-Mex Cheese Enchiladas With Red Chili Gravy Recipe";"False";"Cook the ground beef in the skillet over medium heat, stirring often, until it is well browned, which should take about 5 minutes."
"38_27";"what do I stir in?";"brown butter.";"Stir in brown butter.";"Stir in brown butter. If risotto is too soupy, cook for a few minutes longer, stirring, until it begins to thicken more; it should look like a smooth, creamy sauce.";"Pressure Cooker Butternut Squash Risotto With Frizzled Sage and Brown Butter Recipe";"False";"Stir the brown butter into the risotto and cook for a few minutes longer until it thickens, creating a creamy sauce."
"79_3";"should I use a teaspoon or tablespoon for the sugar?";"1 teaspoon.";"You should use a teaspoon of sugar.";"To make the dressing: Whisk together lime juice, fish sauce, sesame oil, sugar, and chili in a small bowl. Set aside.";"Thai Spicy Duck Salad Recipe";"True";"To make the dressing, use 1 teaspoon of sugar."
"31_12";"what should I adjust the temperature on?";"oven.";"Adjust the temperature on the oven.";"Spread beans on a foil or parchment-lined rimmed baking sheet in an even layer. Transfer to oven and roast, stirring occasionally, until beans are mostly split open and outer skins are beginning to get crunchy, about 35 minutes. Transfer mixture to the work bowl of a food processor and set aside. Increase oven temperature to 425°F.";"Vegetables Wellington (The Ultimate Vegan Plant-Based Holiday Roast) Recipe";"False";"Increase the oven temperature to 425°F."
"43_6";"should I dry the mushrooms?";"yes.";"Yes, you should use dried mushrooms.";"Add mushrooms and cook, stirring, until lightly sautéed and fragrant, about 1 minute.";"Roman-Style Spaghetti Alla Carrettiera (Tomato, Tuna, and Mushroom Pasta) Recipe";"True";"Yes, dry the mushrooms before adding them to the pan and sautéing."
"80_10";"how long do I need to cook them for?";"about 4 minutes.";"Cook the balls for about 4 minutes.";"When all the balls have been formed, fill a deep cast iron, carbon steel, or nonstick skillet or Dutch oven with 3/4 inch of oil. Heat over high heat until oil registers 375°F on an instant-read thermometer. Carefully lower chickpea balls into oil one at a time, allowing a little space between each ball and cooking in batches if necessary. Adjust heat as necessary to maintain a temperature of between 350 and 375°F. Allow to cook undisturbed until well browned on bottom sides, then carefully flip balls with a fork until browned on second side, about 4 minutes total. Transfer cooked chickpea balls to a paper towel–lined plate and season with salt. Repeat with remaining chickpea balls.";"Easy, Herb-Packed Falafel Recipe";"False";"Cook the chickpea balls in the preheated oil for 4 minutes, flipping them over halfway through."
"70_30";"what temperature do I use?";"225°f.";"The caramel should register 225°F (107°C)";"Stirring constantly with a heat-resistant spatula to knock back the foam, simmer until caramel registers 225°F (107°C) on a digital thermometer, about 3 minutes.";"Gâteau Invisible (Invisible Apple Cake) Recipe";"False";"Simmer the caramel until it reaches a temperature of 225°F (107°C) on a digital thermometer."
"55_4";"what do I line the plate with??";"paper towel.";"The plate should be lined with a paper towel.";"Add tofu and carefully turn to coat. Working one at a time, lift one piece and allow excess batter to drip off. Carefully lower into hot oil. Repeat with remaining tofu until wok is full. Fry, using a metal spider or slotted spatula to rotate and agitate pieces as they cook until evenly pale golden and crisp all over, about 6 minutes. Transfer to a paper towel-lined plate. Repeat until all tofu is fried. Carefully pour oil out of wok into a heatproof container and reserve.";"Crispy Kung Pao Tofu Recipe";"False";"Line the plate with paper towel before transferring the fried tofu."
"92_2";"what do I need to bake it in?";"pan.";"You should bake it in a 8- by 4-inch non-reactive aluminium pan.";"Getting Ready: This recipe requires an 8- by 4-inch non-reactive aluminum pan, preferably a non-latching, two-piece style; this style can be difficult to find, but this pan was manufactured especially for this recipe. Otherwise, a traditional cake pan of those dimensions will work, with a touch more effort to unmold. Of course, cheesecake can be baked in any size or style of pan, but the volume of batter, bake temperatures, and times will require individual adjustments which have not been tested here.";"Epic New York Cheesecake From BraveTart Recipe";"False";"You need an 8- by 4-inch non-reactive aluminum pan, preferably a non-latching, two-piece style, or a traditional cake pan of those dimensions."
"27_2";"what should I use to prick the chicken thighs?";"fork.";"Use a fork for pricking the chicken.";"To Marinate the Chicken: Pat the chicken dry with paper towels. Using a sharp knife, score the top side of the chicken thighs 2 or 3 times, then prick all over with a fork. Place the chicken in a baking dish, ziptop bag, or a food-safe storage container with a lid.";"Yogurt- and Mint-Marinated Chicken Thighs With Pickled Nectarines Recipe";"False";"Prick the chicken thighs with a fork."
"50_3";"Alexa which leaves do I need to use?";"fenugreek.";"For marination, you can use fenugreek leaves.";"To Marinate the Chicken: In a small skillet, toast fenugreek leaves (or fenugreek seeds, if using) over medium heat, tossing them constantly, until quite fragrant, about 30 seconds. Transfer toasted leaves to spice grinder or mortar and pestle and grind to fine powder. Set aside.";"Butter Chicken Recipe";"False";"You should use fenugreek leaves for marinating the chicken."
"24_8";"how big should the bowl be?";"large.";"The bowl you use should be large.";"Set mixing bowl over pot of boiling pasta water (make sure bottom of bowl does not touch the water) and cook, stirring quickly with tongs, until sauce thickens to a creamy, silky consistency and leaves trails as you stir. Remove from heat, season with salt if needed, and divide into bowls. Serve right away, topping with more grated cheese and freshly ground pepper as desired.";"Spaghetti With Carbonara Sauce Recipe";"True";"The bowl should be large enough that it does not touch the boiling pasta water when placed over the pot."
"64_1";"Alexa for the chili gravy what do I have to set to a medium heat?";"heavy 12-inch cast iron skillet.";"For the gravy, set a heavy 12-inch cast iron skillet over medium heat.";"For the Chili Gravy: Heat a heavy 12-inch cast iron skillet over medium heat. Cut all the chilies open along one side, so that they can be laid flat. Working in batches, cook chilies in the skillet, pressing down with a spatula, until lightly toasted and fragrant, about 5 seconds on each side; be careful not to let chilies burn. Transfer to a large bowl and cover chilies with hot water, setting a small plate on top to keep them submerged. Let stand 30 minutes.";"Tex-Mex Cheese Enchiladas With Red Chili Gravy Recipe";"False";"To make chili gravy, heat a heavy 12-inch cast iron skillet over medium heat and toast the chilies in batches, pressing them down with a spatula until lightly toasted and fragrant. Be careful not to let them burn."
"7_15";"what do I press down on top of?";"dough.";"Press the top of the dough to form a round.";"Place filling in center of dough and, using clean hands and rubber spatula, spread into an even 5-inch round disc, leaving a 3 1/2-inch border of dough on all sides. Starting at one edge, using your hands, fold and pleat dough over filling toward center, working your way around disc. Pinch and press pleats together to fully enclose filling. Press top of dough gently to form an even 6-inch round. Invert so seam side is facing down and, using a rolling pin, gently roll into an even 9-inch round. Carefully transfer to a rimmed baking sheet lined with parchment or a silicone baking mat.";"Gata (Armenian Coffee Cake)";"False";"Use your hands to press the dough down to form an even 6-inch round on top of the filling."
"83_4";"what utensils do I need?";"large bowl, whisk.";"To start with the pancakes, you will need a large bowl. For mixing the ingredients, you can use a whisk.";"For the Pancakes: In a large bowl, whisk together all-purpose flour, whole wheat flour (or other flour), 1/2 teaspoon of salt, and baking powder until well-combined, about 30 seconds. Set aside.";"Easy Vegetable Pancakes Recipe";"False";"To make the pancakes, you will need a large bowl and a whisk to mix together the all-purpose flour, whole wheat flour, salt, and baking powder."
"70_20";"where do I put these ingredients?";"pan.";"Put them in a pan.";"Using clean hands, arrange apple slices in prepared loaf pan in an overlapping pattern, making sure that flat sides of the apples are flush with the edges of pan (as you work, reserve some of the largest, nicest apple slices for the top layer; you'll need roughly 40 to 50 slices for it). Continue arranging apples in even layers until apples are 1/2 inch from top; press apples down to evenly distribute.";"Gâteau Invisible (Invisible Apple Cake) Recipe";"False";"You should place the ingredients in a loaf pan."
"83_10";"what vegetable do I use?";"salted cabbage (or kimchi), grated carrot, and sliced scallions.";"In this step, you will need salted cabbage (or kimchi), grated carrot, and sliced scallions.";"Add salted cabbage (or kimchi), grated carrot, and sliced scallions to batter and, using flexible spatula, fold in vegetables gently until evenly incorporated.";"Easy Vegetable Pancakes Recipe";"False";"Fold salted cabbage (or kimchi), grated carrot, and sliced scallions into the batter until evenly incorporated."
"41_3";"where do I need to put the bread to start reducing it to bread crumbs?";"food processor bowl.";"Put the bread in food processor bowl and then pulse it until you end up with small crumbs.";"For the Toasted Breadcrumbs: If using fresh or lightly stale bread, adjust oven rack to middle position and preheat oven to 325°F (165°C). (If using fully stale and dried bread, skip baking step.) Arrange bread in single layer on rimmed baking sheet and bake until completely dried, 20 to 30 minutes. Remove from oven and allow to cool to room temperature, about 5 minutes. Transfer bread to food processor bowl (set aside but don't clean rimmed baking sheet), and pulse until reduced to small crumbs, taking care not to over-process into a fine powder, 8 to 10 pulses.";"Pasta chi Vruoccoli Arriminati (Sicilian Pasta With Cauliflower and Toasted Breadcrumbs) Recipe";"False";"Place the bread in the food processor bowl to begin turning it into bread crumbs."
"72_1";"what do I use to score the top side of the chicken thighs?";"sharp knife.";"Use a sharp knife to score the thighs.";"To Marinate the Chicken: Pat the chicken dry with paper towels. Using a sharp knife, score the top side of the chicken thighs 2 or 3 times, then prick all over with a fork. Place the chicken in a baking dish, ziptop bag, or a food-safe storage container with a lid.";"Yogurt- and Mint-Marinated Chicken Thighs With Pickled Nectarines Recipe";"False";"To marinate the chicken, pat it dry with paper towels, then use a sharp knife to score the top side of the chicken thighs 2 or 3 times and prick all over with a fork before placing it in a baking dish, ziptop bag, or food-safe storage container."
"78_5";"how much garlic do I add?";"3 medium cloves.";"You should add 3 medium cloves.";"Run tomatoes under cold water, then remove and discard skins and seeds. Grate tomato flesh on largest holes of a box grater into a large heatproof mixing or serving bowl; it's okay if some slightly larger pieces of tomatoes remain. Add olive oil, basil, garlic, and red pepper flakes. Stir well and season with salt to taste. Set aside.";"Sicilian-Style Spaghetti Alla Carrettiera (Fresh Tomato and Garlic Sauce) Recipe";"True";"Add 3 medium cloves of garlic to the bowl with the grated tomatoes, olive oil, basil, and red pepper flakes, then stir and season with salt to taste."
"89_9";"how many coriander seeds should I use?";"2 teaspoons.";"For this step, you will need two teaspoons coriander.";"To Pickle the Nectarines: Heat a small dry skillet over medium heat. Add the coriander seeds to the hot skillet and toast until the seeds become fragrant and start to darken slightly, about 1 minute. Transfer toasted coriander seeds to a mortar and pestle and crush to a coarse powder.";"Yogurt- and Mint-Marinated Chicken Thighs With Pickled Nectarines Recipe";"True";"To pickle the nectarines, toast 2 teaspoons of coriander seeds in a dry skillet over medium heat until fragrant and slightly darkened. Then, crush the toasted coriander seeds in a mortar and pestle."
"11_10";"where do I need to put the tablespoons of fat?";"dutch oven.";"Add the tablespoons of fat to a Dutch oven.";"Using a ladle, carefully skim off a few tablespoons of fat from the strained stock and add it to the Dutch oven (it's okay if a little stock gets in as well). Heat over high heat, swirling and stirring until the watery stock completely evaporates and starts to form a browned layer in the bottom of the pan. (It will spatter a bit. The more you stir, the less it will spatter.) As soon as the chicken fat starts to smoke, pour in the contents of the blender all at once and cook, stirring, for about 15 seconds (it will spatter a lot—wear an apron!). Immediately pour in strained chicken stock and fat and stir to combine. Bring to a bare simmer, stir in hominy, season to taste with salt, and keep warm.";"Pozole Verde de Pollo (Green Mexican Hominy and Chicken Soup) Recipe";"False";"Add the tablespoons of fat to the Dutch oven after skimming them off the strained stock. Heat the fat over high heat and stir until the watery stock evaporates and a browned layer is formed on the bottom of the pan. Then pour in the blender contents and stir for 15 seconds. Immediately add the strained stock and fat and stir to combine. Bring to a bare simmer, stir in the hominy, season with salt, and keep warm."
"38_2";"how many tablespoons of olive oil again?";"2 tablespoons (30ml).";"For tossing, use 2 tablespoons (30ml) olive oil.";"Preheat oven to 400°F (200°C). Cut about half the squash into 1-inch chunks, to yield 4 cups. Cut remaining squash into 1/4-inch dice. In a large mixing bowl, toss large squash chunks with 2 tablespoons (30ml) olive oil, garlic, apple, red pepper flakes, sage sprigs, and a large pinch of salt until evenly coated, then spread in an even layer on a rimmed baking sheet. In a separate bowl, toss small diced squash with 2 tablespoons (30ml) olive oil, maple syrup, and a pinch of salt, then spread in an even layer on a second rimmed baking sheet.";"Pressure Cooker Butternut Squash Risotto With Frizzled Sage and Brown Butter Recipe";"False";"In total, you need 4 tablespoons (60ml) of olive oil for this recipe."
"19_3";"how do I dry the chickpeas?";"in a salad spinner.";"Dry them using a salad spinner.";"Rinse chickpeas and place in a large bowl. Cover with cold water, adding enough to allow the chickpeas to at least triple in volume. Cover and let stand at room temperature overnight. The next day, drain, rinse, and carefully dry chickpeas in a salad spinner.";"Easy, Herb-Packed Falafel Recipe";"False";"To dry chickpeas, place them in a large bowl, cover with cold water, and let them stand overnight. The following day, drain, rinse, and spin them in a salad spinner."
"30_6";"how long do I leave the mixture to simmer?";"10 to 15 minutes.";"Let the bean mixture simmer until it is thickened. This will take about 10 to 15 minutes.";"Add beans and bean cooking liquid (if using cooked dry beans) or stock (if using canned beans), and, using a wooden spoon, crush roughly one-quarter of the beans against the sides and bottom of pan. Stir well, season lightly with salt, and bring to a simmer. Reduce heat to medium-low and cook, stirring occasionally, until bean mixture is thickened to a creamy, saucy consistency, 10 to 15 minutes.";"Pasta With Beans and Greens Recipe";"False";"Simmer the mixture for 10 to 15 minutes, stirring occasionally, until it thickens to a creamy, saucy consistency."
"70_26";"how many minutes?";"9 minutes.";"If you have already cooked it for 9 minutes, continue cooking the syrup until it is light to medium amber about 1 minute longer.";"Meanwhile, for the Caramel: In a 3-quart stainless steel saucier, combine water and sugar over medium heat. Stir with a fork until syrup comes to a boil, about 4 minutes, then simmer without stirring until syrup is honey-colored, roughly 5 minutes, shaking and swirling as needed to ensure even caramelization. Continue cooking until syrup is light to medium amber, about 1 minute longer.";"Gâteau Invisible (Invisible Apple Cake) Recipe";"False";"It takes about 1 minute for the syrup to become light to medium amber."
"73_1";"what should I use to remove the backbone from the chicken?";"sharp kitchen shears.";"Use sharp kitchen shears to remove the backbone.";"Place oven rack in upper-middle position and preheat oven to 500°F (260°C). Using sharp kitchen shears, remove backbone from chicken and cut spine into 5 to 6 one-inch-long pieces. Set backbone aside. Flatten chicken by placing skin side up on a cutting board and applying firm pressure to breastbone. Transfer to a wire rack set in a foil-lined rimmed baking sheet. Position chicken so that breasts are aligned with center of baking sheet and legs are close to edge. Drizzle chicken with 1 tablespoon (15ml) oil.";"Spatchcocked (Butterflied) Roast Chicken Recipe";"False";"To remove the backbone from the chicken, use sharp kitchen shears."
"11_7";"what do I use to move the chicken?";"tongs.";"Use tongs to transfer the chicken to a plate or bowl.";"Using tongs, transfer chicken to a large plate or bowl and set aside. Discard epazote sprigs (if using). Set a large fine mesh strainer over a large bowl and strain the broth through it. Transfer solids to the jar of a blender. Add pumpkin seeds and cilantro to the blender. Blend on high speed until smooth. Set aside.";"Pozole Verde de Pollo (Green Mexican Hominy and Chicken Soup) Recipe";"False";"To move the chicken, use tongs."
"61_7";"how much water should I add?";"cup.";"Add 1/2 cup at a time.";"Add bread, stir well, and simmer until bread is very soft and breaking down, about 15 minutes. Add water, 1/2 cup at a time, if soup becomes too thick and dry.";"Tuscan Ribollita With Summer Vegetables Recipe";"False";"Add 1/2 cup of water at a time if the soup becomes too thick and dry."
"31_15";"what do I need to put it into?";"food processor work bowl.";"Add everything to a food processor work bowl.";"Meanwhile, heat 3 tablespoons olive oil in a large skillet over medium-high heat until shimmering. Add shiitake mushrooms and cook, stirring frequently, until moisture evaporates and mushrooms are beginning to brown, about 12 minutes. Add leeks and celery and cook, stirring frequently, until softened, about 4 minutes. Add garlic and cook stirring, until fragrant, about 30 seconds. Season with salt and pepper and add to food processor work bowl.";"Vegetables Wellington (The Ultimate Vegan Plant-Based Holiday Roast) Recipe";"False";"Add the cooked shiitake mushrooms, leeks, celery, garlic, salt, and pepper to the food processor work bowl."
"24_9";"how long do I have to keep stirring with the tongs?";"until sauce thickens to a creamy, silky consistency and leaves trails as you stir.";"Keep stirring unit the sauce thickens to a creamy, silky consistency. It should leave trails as you stir.";"Set mixing bowl over pot of boiling pasta water (make sure bottom of bowl does not touch the water) and cook, stirring quickly with tongs, until sauce thickens to a creamy, silky consistency and leaves trails as you stir. Remove from heat, season with salt if needed, and divide into bowls. Serve right away, topping with more grated cheese and freshly ground pepper as desired.";"Spaghetti With Carbonara Sauce Recipe";"False";"Stir with tongs until the sauce reaches a creamy, silky consistency and leaves trails as you stir."
"80_9";"how do I check the oil temperature?";"instant-read thermometer.";"You can check the oil with an instant-read thermometer.";"When all the balls have been formed, fill a deep cast iron, carbon steel, or nonstick skillet or Dutch oven with 3/4 inch of oil. Heat over high heat until oil registers 375°F on an instant-read thermometer. Carefully lower chickpea balls into oil one at a time, allowing a little space between each ball and cooking in batches if necessary. Adjust heat as necessary to maintain a temperature of between 350 and 375°F. Allow to cook undisturbed until well browned on bottom sides, then carefully flip balls with a fork until browned on second side, about 4 minutes total. Transfer cooked chickpea balls to a paper towel–lined plate and season with salt. Repeat with remaining chickpea balls.";"Easy, Herb-Packed Falafel Recipe";"False";"To check the oil temperature, use an instant-read thermometer to measure the oil's temperature, making sure it is between 350 and 375°F."
"46_7";"what vegetables should I add to the pasta?";"kale.";"You should add kale right before the pasta is done.";"Meanwhile, in a pot of salted boiling water, cook pasta until softened on the exterior, but well shy of al dente and still uncooked in the center (about 3 minutes less than the package directions). Right before the pasta reaches this level of doneness, add the kale to the pan with the beans. Using a spider skimmer or slotted spoon, transfer pasta to pan with beans and kale along with 1 cup (240ml) pasta cooking water. Alternatively, drain pasta using a colander or fine-mesh strainer, making sure to reserve at least 2 cups (475ml) pasta cooking water.";"Pasta With Beans and Greens Recipe";"False";"Add kale to the pot of boiling pasta water right before the pasta is softened on the exterior, but still uncooked in the center. Using a spider skimmer or slotted spoon, transfer the pasta to a pan with the beans and kale, along with 1 cup (240ml) of the pasta cooking water. Reserve at least 2 cups (475ml) of the cooking water before draining the pasta."
"14_10";"how long should I bake the pie until?";"about 20 minutes.";"Bake the pie until it's juicy. This takes about 20 minutes.";"Bake until pie is quite juicy, about 20 minutes, then pause to brush rum over any undissolved pockets of sugar. (If sugar is well dissolved, just brush it over the sugar anyway.) Continue baking until golden brown around the edges and bubbling in the center, about 15 minutes longer. Let cool 5 minutes, then slice into wedges and serve warm, with a side of whipped cream if desired.";"Freeform Peach Pie (Galette) Recipe";"False";"Bake the pie for about 35 minutes until golden brown around the edges and bubbling in the center."
"35_25";"how much butter should I add?";"4 tablespoons (60g).";"You should add 4 tablespoons (60g) in total.";"Using an immersion blender and off the heat, blend contents of Dutch oven until completely smooth, about 2 minutes. Alternatively, transfer contents of pot to blender and blend until completely smooth, about 2 minutes. Add butter and cream, and blend until completely smooth and emulsified, about 2 minutes. At this point, you may remove 1 1/2 (360ml) cups of sauce and reserve it for another use.";"Butter Chicken Recipe";"True";"Add 4 tablespoons (60g) of butter and blend until completely smooth and emulsified, about 2 minutes."
